Season,Episode,Seasonnum,Episodenum,Airdate,Airyear,Host,HostClean,MusicalGuest,Description,Gender,GenderNum,Profession
S32,Ep2,32,2,10/07/2006,2006,Jaime Pressly,Jaime Pressly,Corinne Bailey Rae,"Nancy Grace: Nancy Grace (Amy Poehler) grills guests on their part in the Mark Foley internet scandal (Jaime Pressly, Andy Samberg, Kenan Thompson). Around the Town: Kristen Wiig is a local news reporter who is way too interested in the woman she's interviewing (Jaime Pressly) (Jason Sudeikis). New York Minute: An SNL Digital Short. Fred Armisen and Amy Poehler are Martin Scorsese and Rosie Perez reminiscing about old New York. Weekend Update: Amy Poehler and Seth Meyers are the anchors. Guests are Peter O'Toole complaining that Mark Foley gives alcoholics a bad name,...",F,1,Actor
S32,Ep3,32,3,10/21/2006,2006,John C. Reilly,John C. Reilly,My Chemical Romance,"Sketches include a Brit Hume interview with President Bush, John's musical monologue with Will Ferrell as James Lipton, John as a racist employee at Colonial Williamsburg, a parody of ""House of Carters"", 2 A-holes meeting a personal trainer and John (in a speedo) teaching Will Forte (also in a speedo) the fundamentals of swimming. Special Report with Brit Hume (Darrell Hammond, Will Forte), Monologue (John C. Reilly, Will Ferrell), Colonial Williamsburg (John C. Reilly, Jason Sudeikis), Swim Instructor (John C. Reilly, Will Forte), A-Holes Workout (John C. Reilly, ...",M,0,Actor
S32,Ep4,32,4,10/28/2006,2006,Hugh Laurie,Hugh Laurie,Beck,"Sketches include an address by Kazakhstan Minister of Tourism Borat Sagdiyev (Sacha Baron Cohen), a parody of the paranormal investigation show ""Most Haunted"", a protest song by Hugh Laurie, and a ""Hardball"" on the midterm elections. Borat Cold Open (Lorne Michaels, Sacha Baron Cohen), Monologue (Hugh Laurie), Most Haunted (Hugh Laurie, Amy Poehler, Bill Hader, Fred Armisen), TV Funhouse: GOP Ads, Advance Man (Hugh Laurie, Kristen Wiig), Hardball (Darrell Hammond, Andy Samberg, Jason Sudeikis), Hugh's Protest Song (Hugh Laurie), Beck - ""Nausea"", Weekend Update (Amy ...",M,0,Actor
S32,Ep5,32,5,11/11/2006,2006,Alec Baldwin,Alec Baldwin,Christina Aguilera,"Sketches include a monologue featuring Alec's ""30 Rock"" costars Tina Fey and Tracy Morgan, Alec and Steve Martin battling over who has hosted SNL the most times (with appearances by Martin Short and Paul McCartney) and ""The Tony Bennett Show"" with a surprise appearance by the real Tony Bennett. Pelosi Cold Open (Kristen Wiig, Will Forte, Fred Armisen), Alec Monologue (Alec Baldwin, Tina Fey, Tracy Morgan), E-Z Date (Jason Sudeikis, Fred Armisen, Will Forte, Maya Rudolph, Kristen Wiig, Amy Poehler, Kenan Thompson), Britney Divorce (Amy Poehler, Jason Sudeikis), Saddam ...",M,0,Actor
S32,Ep6,32,6,11/18/2006,2006,Chris 'Ludacris' Bridges,Chris 'Ludacris' Bridges,None,"Sketches include Ludacris' monologue featuring a visit from his childhood friend Rickdiculous (Kenan Thompson), a marriage counselor that preaches bitchslapping your spouse and an Update commenter, John Mark Karr (Bill Hader), confessing to the OJ Simpson murders among others. Bush Cold Open (Jason Sudeikis), Ludacris Monologue (Chris ""Ludacris"" Bridges, Kenan Thompson), Bitchslap & Hawkins (Chris ""Ludacris"" Bridges, Maya Rudolph, Jason Sudeikis, Kristen Wiig, Amy Poehler, Bill Hader), The O'Reilly Factor: Ludacris (Chris ""Ludacris"" Bridges, Darrell Hammond, Kenan ...",M,0,Musician
S32,Ep7,32,7,12/02/2006,2006,Matthew Fox,Matthew Fox,Tenacious D,"Sketches include Matthew Fox's monologue with a visit from Michael Richards (Bill Hader), Nancy Grace, Deep House Dish and Matthew Fox trapped on an elevator ride with fans of ""Lost"". Bush / Maliki Cold Open (Jason Sudeikis, Fred Armisen, Will Forte, Bill Hader, Maya Rudolph, Andy Samberg, Kristen Wiig, Kenan Thompson), Matthew Fox Monologue (Matthew Fox, Bill Hader), Salemart (Jason Sudeikis, Kenan Thompson, Fred Armisen, Kristen Wiig), Nancy Grace Live (Matthew Fox, Amy Poehler, Kenan Thompson), Deep House Dish (Matthew Fox, Kenan Thompson, Andy Samberg, Maya ...",M,0,Actor
S32,Ep8,32,8,12/09/2006,2006,Annette Bening,Annette Bening,Gwen Stefani & Akon,"Sketches include Annette Bening's monologue with an appearance by Alec Baldwin, a parody trailer of ""Mel Gibson's Apocalypto"", two A-holes in a live nativity scene, and on Weekend Update, Will Forte sings a song about gay marriage. Bush Iraq Study Group Cold Open (Jason Sudeikis), Annette Bening's Monologue (Annette Bening, Alec Baldwin, Kristen Wiig, Amy Poehler, Maya Rudolph), Apocalypto, Morning Show (Annette Bening, Jason Sudeikis, Kenan Thompson, Amy Poehler), TV Funhouse: Diddy Kiddies, Poetry Class (Annette Bening, Andy Samberg, Bill Hader), A-holes - Nativity ...",F,1,Actor
S32,Ep9,32,9,12/16/2006,2006,Justin Timberlake,Justin Timberlake,None,"Justin Timberlake is the host and musical guest; in the cold opening, Amy Poehler, Maya Rudolph and Kristin Wiig harmonize about the illicit boyfriend they have in Santa Claus; in the opening monologue, Justin sings the Christmas Song with Alvin (Bill Hader) and the Chipmunks (Fred Armisen, Andy Samberg); Holiday charity representatives (Timberlake and Will Forte) square off against each other; a stock boy at Target (Timberlake) fills in for Target Lady (Wiig); Samberg and Timberlake sing ""Dick in a Box""; Sandra Day O'Connor (Wiig), Thomas Friedman (Armisen) and ...",M,0,Musician
S32,Ep10,32,10,01/13/2007,2007,Jake Gyllenhaal,Jake Gyllenhaal,The Shins,"Sketches include Donald Trump giving a press conference where he can't help bashing Rosie O'Donnell, Steve Jobs (Fred Armisen) on Weekend Update selling the new iPhone, an acting class for bit players on ""Law & Order"" and an SNL Digital Short sequel to last year's ""Laser Cats"". Bush Additional Troops Cold Open (Jason Sudeikis), Jake Gyllenhaal Monologue (Jake Gyllenhaal, Jason Sudeikis, Will Forte), Deep House Dish: Charity Mix (Jake Gyllenhaal, Kenan Thompson, Andy Samberg, Amy Poehler, Kristen Wiig, Maya Rudolph), Bronx Beat with Betty & J**i (Jake Gyllenhaal, Amy ...",M,0,Actor
S32,Ep11,32,11,01/20/2007,2007,Jeremy Piven,Jeremy Piven,AFI,"Sketches include 2 A-Holes Adopting a Baby, new presidential candidate Hillary Clinton on Hardball, and a town council that wants to kill a magical unicorn. Hardball: Hillary Clinton Cold Open (Darrell Hammond, Amy Poehler), Jeremy Piven Monologue (Jeremy Piven), Commercial Parody: Urigro (Jason Sudeikis, Kristen Wiig), NFL Commentators (Jeremy Piven, Jason Sudeikis, Andy Samberg), TV Funhouse: Year in Review, MacGruber: Factory (Jeremy Piven, Will Forte, Maya Rudolph), A-holes: Adoption Agency (Jeremy Piven, Jason Sudeikis, Kristen Wiig), MacGruber: Dam (Jeremy Piven...",M,0,Actor
S32,Ep12,32,12,02/03/2007,2007,Drew Barrymore,Drew Barrymore,Lily Allen,"Sketches include Amy Poehler as Dakota Fanning and Drew Barrymore as Abigail Breslin in ""The Dakota Fanning Show"" and Donatella Versace's Superbowl Party, with guests Prince (Fred Armisen), Posh and Becks (Drew and Seth Meyers) and Elton John (Horatio Sanz). American Idol Cold Open (Seth Meyers, Jason Sudeikis, Amy Poehler, Kenan Thompson), The Dakota Fanning Show (Drew Barrymore, Amy Poehler, Kenan Thompson, Bill Hader), Couple's Therapy (Drew Barrymore, Will Forte, Kristen Wiig), An SNL Digital Short: Workout Video (Drew Barrymore, Amy Poehler, Maya Rudolph, Kristen...",F,1,Actor
S32,Ep13,32,13,02/10/2007,2007,Forest Whitaker,Forest Whitaker,Keith Urban,"Sketches include a Valentine address from Dick and Lynn Cheney, Bronx Beat, Jason Sudeikis as the astronaut at the center of the recent love triangle and an SNL Digital Short featuring Andy Samberg popping into frame. Cheney Valentine Cold Open (Darrell Hammond, Kristen Wiig), Bronx Beat: Blood Drive (Forest Whitaker, Amy Poehler, Maya Rudolph, Kristen Wiig), An SNL Digital Short: Andy Popping Into Frame (Andy Samberg, Will Forte), Commercial Parody: Urigro (Jason Sudeikis, Kristen Wiig), Man vs Beast (Forest Whitaker, Amy Poehler, Jason Sudeikis, Maya Rudolph), ...",M,0,Actor
S32,Ep14,32,14,02/24/2007,2007,Rainn Wilson,Rainn Wilson,Arcade Fire,"Sketches include: The Situation Room, Rainn Wilson's Monologue (with Rashida Jones cameo), Danny's Song, An SNL Digital Short: Business Meeting (with Arcade Fire cameo), Nunis, Peeping Tom, Weekend Update with Amy Poehler and Seth Meyers, Weekend Update: Judge Larry Seidlin, Weekend Update: Aunt Linda, Weekend Update: Prince Harry, Introverts, White Possum Scream, Riverbliss. Arcade Fire performs ""Intervention"" and ""Keep the Car Running"".",M,0,Actor
S32,Ep15,32,15,03/17/2007,2007,Julia Louis-Dreyfus,Julia Louis-Dreyfus,Snow Patrol,"Sketches include a commentary on Presidential candidates by Chris Rock, an Oprah Winfrey show on ""The Secret"", and Julia's encounter with an angry boom mic operator. Chris Rock Cold Open (Chris Rock), Oprah: The Secret (Julia Louis-Dreyfus, Maya Rudolph, Amy Poehler, Kenan Thompson), Restless P**** Syndrome (Julia Louis-Dreyfus, Jason Sudeikis, Kenan Thompson, Bill Hader), Vinny Talks To Julia (Julia Louis-Dreyfus, Bill Hader, Fred Armisen, Will Forte, Maya Rudolph), Weekend Update (Seth Meyers and Amy Poehler featuring Fred Armisen as Judge Larry Seidlin), Deep House...",F,1,Comedian
S32,Ep16,32,16,03/24/2007,2007,Peyton Manning,Peyton Manning,Carrie Underwood,"Sketches include an SNL Digital Short showing Peyton teaching football to kids and Peyton as an actor in the film ""300"". Bush Gonzales Cold Open (Jason Sudeikis, Fred Armisen), Peyton Monologue (Peyton Manning, Archie Manning, Eli Manning, Olivia Manning), An SNL Digital Short: United Way (Peyton Manning), Bronx Beat (Peyton Manning, Amy Poehler, Maya Rudolph), Penelope at a Housewarming Party (Peyton Manning, Kristen Wiig, Maya Rudolph, Amy Poehler, Bill Hader), TV Funhouse: Maraka, Weekend Update (Seth Meyers and Amy Poehler featuring Will Forte as Senator Tim ...",M,0,Sports
S32,Ep17,32,17,04/14/2007,2007,Shia LaBeouf,Shia LaBeouf,Avril Lavigne,"Sketches include Darrell Hammond as Jesse Jackson and Kenan Thompson as Al Sharpton commenting on the firing of Don Imus, underage kids trying to buy beer at a convenience store and a Sofa King commercial. Jackson & Sharpton on Imus Cold Open (Darrell Hammond, Kenan Thompson), Shia's Magical Monologue (Shia LaBeouf, Jason Sudeikis, Kenan Thompson, Darrell Hammond, Amy Poehler, Kristen Wiig), Prince Show: Tobey Maguire & Nancy Grace (Shia LaBeouf, Fred Armisen, Maya Rudolph, Amy Poehler), Under 21 (Shia LaBeouf, Andy Samberg, Kenan Thompson, Bill Hader, Will Forte), ...",M,0,Actor
S32,Ep18,32,18,04/21/2007,2007,Scarlett Johansson,Scarlett Johansson,Björk,"Sketches include Regis Philbin's return from heart surgery, an SNL Digital Short tribute to Andy Samberg's brother-in-law, Fred Armisen and Scarlett Johansson selling classy marble columns, and Will Forte's celebration of Earth Day. Bush On Gonzales Hearing Cold Open (Jason Sudeikis, Will Forte, Kenan Thompson, Maya Rudolph, Kristen Wiig), Regis & Kelly: Ivanka Trump (Scarlett Johansson, Darrell Hammond, Amy Poehler, Fred Armisen), Virginiaca: Prom (Scarlett Johansson, Kenan Thompson, Bill Hader, Kristen Wiig), An SNL Digital Short: Roy Rules (Andy Samberg), Marble ...",F,1,Actor
S32,Ep19,32,19,05/12/2007,2007,Molly Shannon,Molly Shannon,Linkin Park,"Sketches include Molly as Sally O'Malley auditioning to be a stripper at The Soprano's Bada Bing, Will Forte as MacGruber wrestling with a drinking problem and a political debate among fringe presidential candidates. Commercial Parody: Urigro (Jason Sudeikis, Kristen Wiig), Penelope: Tenant Meeting (Molly Shannon, Kristen Wigg, Amy Poehler, Kenan Thompson, Jason Sudeikis), Fringe Candidates Debate (Molly Shannon, Darrell Hammond, Kristen Wiig, Will Forte, Fred Armisen, Jason Sudeikis, Amy Poehler, Andy Samberg, Maya Rudolph, Bill Hader, Kenan Thompson), Sally O'Malley...",F,1,Actor
S32,Ep20,32,20,05/19/2007,2007,Zach Braff,Zach Braff,Maroon 5,"Sketches on the season finale include a monologue where Zach sings about his home state New Jersey, Bronx Beat, Deep House Dish and Weekend Update featuring Aunt Linda and a visit from Whitney Houston. Bush Summer Vacation Cold Open (Jason Sudeikis, Darrell Hammond, Maya Rudolph), Zach Braff Monologue (Zach Braff, Andy Samberg, Maya Rudolph, Amy Poehler, Kenan Thompson), Deep House Dish: Braff (Zach Braff, Kenan Thompson, Andy Samberg, Maya Rudolph, Amy Poehler, Will Forte), TV Funhouse: Candidates, Weekend Update (Amy Poehler and Seth Meyers, featuring Kristen Wiig ...",M,0,Actor
S33,Ep1,33,1,09/29/2007,2007,LeBron James,LeBron James,Kanye West,NBA basketball star LeBron James hosts the season premiere of SNL featuring LeBron James looking back on what his family is doing while he's hosting the show and Penelope (Kristen Wiig) looks to prove that she's a little bit better than everybody at a children's auction. (Note: edited episode.),M,0,Sports
S33,Ep2,33,2,10/06/2007,2007,Seth Rogen,Seth Rogen,Spoon,"Seth Rogen, star of ""Knocked Up"" and creator of ""Superbad,"" hosts SNL featuring an address by Kevin Federline (Andy Samberg), Seth Rogen's monologue he wrote at age 13 in the event that he would one day host SNL, The 2007 National Douchebag Championship (Amy Poehler, Fred Armisen, Andy Samberg) and MacGruber (Will Forte) diffusing bombs while dealing with getting plastic surgery. (Note: edited episode.)",M,0,Actor
S33,Ep3,33,3,10/13/2007,2007,Jon Bon Jovi,Jon Bon Jovi,Foo Fighters,Grammy Award-winning rock star Jon Bon Jovi hosts SNL this week. Amy Poehler has a surreal experience in her bedroom back in 1986 when her Bon Jovi poster comes to life; An SNL Digital Short featuring Andy Samberg punching people before they eat; Bill Hader hosts a game show for guys from New Jersey. (Note: edited episode.),M,0,Actor
S33,Ep4,33,4,11/03/2007,2007,Brian Williams,Brian Williams,Feist,NBC Nightly News Anchor Brian Williams hosts SNL. This marks the first time a sitting network news anchor has hosted the show. (Note: edited episode.),M,0,Other
S33,Ep5,33,5,02/23/2008,2008,Tina Fey,Tina Fey,Carrie Underwood,"Emmy Award winner and former head writer Tina Fey hosts SNL. This marks the first new show since the three-month Hollywood Writers' Strike as well as the first time Fey has hosted since she left SNL to create, executive produce and star in her award winning comedy ""30 Rock."" Featured sketches include Hillary Clinton (Amy Poehler) squaring off against Barack Obama (Fred Armisen) in the Democratic Debate; a Monologue with Tina learning how to act like a performer from comedic legend Steve Martin; Governor Mike Huckabee stopping by Weekend Update for a little too long; ...",F,1,Comedian
S33,Ep6,33,6,03/01/2008,2008,Ellen Page,Ellen Page,Wilco,"Academy Award nominee Ellen Page hosts an all new SNL this week. For her role as an offbeat teenager who finds herself unexpectedly pregnant in the film ""Juno,"" Page was recently honored as a Golden Globe, SAG and Independent Spirit Award nominee. America?s leading late-night sketch comedy show, now in its 33th season, features cast members Fred Armisen, Will Forte, Bill Hader, Darrell Hammond, Seth Meyers, Amy Poehler, Andy Samberg, Jason Sudeikis, Kenan Thompson, Kristen Wiig and featured player Casey Wilson. (Note: edited episode.)",F,1,Actor
S33,Ep7,33,7,03/08/2008,2008,Amy Adams,Amy Adams,Vampire Weekend,"Amy Adams hosts the episode, and Vampire Weekend is the musical guest.",F,1,Actor
S33,Ep8,33,8,03/15/2008,2008,Jonah Hill,Jonah Hill,Mariah Carey,"Jonah Hill, star of the blockbuster hit ""Superbad,"" hosts SNL. Featured sketches include former New York Governor Eliot Spitzer (Bill Hader) announcing his new law firm for embarrassing sex crimes; Jonah's monologue about how classy he is; MacGruber (Will Forte) has insecurity issues while diffusing a bomb; an SNL Digital Short where Andy Samberg finds out Jonah is dating his dad; and Tracy Morgan stops by Weekend Update to give his take on the politics and race. (Note: edited episode.)",M,0,Actor
S33,Ep9,33,9,04/05/2008,2008,Christopher Walken,Christopher Walken,Panic at the Disco,"Academy Award winner and film icon Christopher Walken returns again to host SNL this week for the seventh time. America's leading late-night sketch comedy show, now in its 33th season, features cast members Fred Armisen, Will Forte, Bill Hader, Darrell Hammond, Seth Meyers, Amy Poehler, Andy Samberg, Jason Sudeikis, Kenan Thompson, Kristen Wiig and featured player Casey Wilson. (Note: edited episode.)",M,0,Actor
S33,Ep10,33,10,04/12/2008,2008,Ashton Kutcher,Ashton Kutcher,Gnarls Barkley,"Ashton Kutcher hosts an all new SNL. Kutcher, best-known for starring as Michael Kelso in ""That 70s Show"" as well as creating the hit MTV prank show ""Punk'd,"" returns for the third time as host. (Note: edited episode.)",M,0,Actor
S33,Ep11,33,11,05/10/2008,2008,Shia LaBeouf,Shia LaBeouf,My Morning Jacket,"Shia LaBeouf hosts this episode, and My Morning Jacket is the musical guest. In the cold opener, Hillary Clinton (Amy Poheler) vows to be a sore loser if she doesn't win the 2008 Democratic Primaries. LeBeouf's monologue involves surprise visits from characters of past Indiana Jones movies. MacGruber's(Will Forte's) son comes out of the closet during an attempt to diffuse a bomb. A parody of 70's game show ""Match Game"" goes wrong when the host is found murdered, and the panel are prime suspects. Hardcore inmate Lorenzo McIntosh (Kenan Thompson) tries to scare a trio ...",M,0,Actor
S33,Ep12,33,12,05/17/2008,2008,Steve Carell,Steve Carell,Usher,"Actor Steve Carell hosts the season finale of SNL. Carell, best-known for playing Michael Scott on NBC's hit show ""The Office,"" returns for a second time as host. (Note: edited episode.)",M,0,Comedian
S34,Ep1,34,1,09/13/2008,2008,Michael Phelps,Michael Phelps,Lil' Wayne,Watch the season premiere of SNL this week with host Olympic champion swimmer Michael Phelps and Tina Fey as Sarah Palin. (NOTE: edited episode.),M,0,Sports
S34,Ep2,34,2,09/20/2008,2008,James Franco,James Franco,Kings of Leon,"Actor James Franco, best-known for his roles in the hit comedy Pineapple Express and playing Harry Osbourne in the Spider-Man trilogy, hosts an all-new SNL this week.",M,0,Actor
